GENE	CNTR_R1	CNTR_R2	D14_R1	D14_R2	D21_R1	D21_R2	D7_R1	D7_R2
Dnajb1	2052.558393	2193.860668	1608.079428	1743.773315	2017.589665	2036.775766	1829.11677	1985.403584
Dnajb11	41.40148814	28.7633699	67.42089388	77.13742547	70.49280989	45.71559743	31.88201541	38.3351388
Dnajb12	56.52895497	54.91188799	92.02040922	71.29368111	88.65004881	57.38766486	56.47671301	51.70786164
Dnajb13	517.5186018	588.3416571	499.279052	420.7495935	451.794827	499.9535549	578.430851	662.3955379
Dnajb14	0	0	0	0	0	0	0	0
Dnajb2	207.0074407	183.0396266	174.0187937	109.8623938	175.1639519	224.687298	249.5906349	232.6853774
Dnajb3	0	0	0	0	0	0	0	0
Dnajb4	0	0	0	0	0	0	0	0
Dnajb5	0	0	0	0	0	0	0	0
Dnajb6	0	0	0	0	0	0	0	0
Dnajb7	492.8369454	517.7406582	922.0262785	788.9054877	870.4793949	637.1003472	788.8521527	706.9712807
Dnajb8	0	0	0	0	0	0	0	0
Dnajb9	10366.29569	10800.6454	8909.580017	10277.97757	8926.953107	7382.582649	7253.613963	7832.849523
Dnajc1	328.8233578	329.471328	881.0270863	1058.886477	607.7334671	548.5871692	438.1499832	433.2762199
Dnajc10	507.1682298	536.0446209	327.0824446	329.5871815	371.6893613	385.1782252	390.7824175	409.2053188
Dnajc11	0	0	0	0	0	0	0	0
Dnajc12	1385.357488	1504.847216	1610.812708	1985.704331	1303.04891	891.9404861	680.4533003	700.7306767
Dnajc13	46.97476539	35.30049942	35.53263326	36.23121499	51.2674981	38.90689143	41.9020774	33.87756452
Dnajc14	0	0	0	0	0	0	0	0
Dnajc15	0.796182464	1.307425905	1.822186321	1.168748871	1.068072877	0.972672286	1.821829452	1.783029712
Dnajc16	0	0	0	0	0	0	0	0
Dnajc17	0	0	0	0	0	0	0	0
Dnajc18	0	0	6.377652124	5.843744353	1.068072877	4.863361429	3.643658904	0
Dnajc19	35.82821089	44.45248076	80.17619813	61.94369015	122.8283809	143.9554983	129.3498911	138.1848026
Dnajc2	0	0	0	0	0	0	0	0
Dnajc21	53.34422511	40.53020304	81.99838445	91.16241191	61.94822688	64.19637086	66.496775	63.29755476
Dnajc22	2298.578774	2098.418577	1569.813516	1533.398518	2014.385446	2559.100784	2730.922349	2941.999024
Dnajc24	1167.203493	1085.163501	667.8312867	572.6869466	769.0124716	811.2086864	1072.146632	1090.322669
Dnajc25	4364.672269	4647.899091	2761.52337	3198.865659	2719.313545	2110.69886	2107.856676	2128.045961
Dnajc27	0	0	0	0	0	0	0	0
Dnajc28	3663.235518	3484.290036	2361.553472	1988.041829	3209.558996	3772.995797	3600.845912	3862.93387
Dnajc3	24681.65639	22342.60128	9771.474147	8303.960726	11193.40375	11288.83455	14976.34901	13707.04091
Dnajc30	0	0	6.377652124	4.674995483	2.136145754	2.918016857	0	0.891514856
Dnajc4	232.4852796	277.1742918	80.17619813	82.98116982	122.8283809	152.7095489	223.1741079	246.9496151
Dnajc5	774.6855378	767.459006	274.2390413	312.0559485	334.3068106	285.965652	332.483875	313.8132292
Dnajc5b	0	0	0.911093161	1.168748871	0	0	0	0
Dnajc5g	4.777094786	9.151981332	2.733279482	5.843744353	3.204218632	4.863361429	4.55457363	8.915148558
Dnajc6	117.0388223	109.823776	145.7749057	149.5998554	153.8024943	132.2834309	137.5481236	139.0763175
Dnajc7	773.8893553	794.91495	385.3924069	177.6498283	538.3087301	511.6256223	904.5383229	768.4858057
Dnajc8	1986.475248	1779.406656	1279.174797	1275.105018	1358.5887	1366.604562	1273.458787	1271.300184
Dnajc9	89.96861847	71.90842475	113.8866451	65.44993676	126.0325995	120.6113634	156.6773329	140.8593472
Dnal1	72.45260425	78.44555427	62.86542808	84.14991869	46.9952066	61.27835401	52.83305411	57.94846563
Dnal4	280.2562274	278.4817177	409.9919222	469.837046	306.5369157	292.774358	239.5705729	270.1290013
Dnali1	0	0	0	0	0	0	0	0
Dnase1	2328.037526	2423.967627	1573.457888	1531.061021	1413.060417	1562.111691	1617.784553	1641.27885
Dnase1l1	0	0	0	0	0	0	0	0
Dnase1l2	0	0	0	0	0	0	0	0
Dnase1l3	223.7272725	223.5698297	151.2414647	174.1435817	196.5254094	187.7257512	207.6885575	190.7841791
Dnase2a	0	0	0	0	0	0	0	0
Dnase2b	0	1.307425905	0	0	0	0	0	0
Dnd1	835.1954051	746.5401915	681.4976841	604.2431662	766.8763258	719.7774915	789.7630674	746.1979343
Dner	0	0	0	0	0	0	0	0
Dnlz	1960.201227	1814.707156	1225.420301	1152.386387	1517.731558	1625.33539	1851.889638	1948.851475
Dnm1	0	0	0	0	0	0	0	0
Dnm1l	0.796182464	0	0	0	0	0.972672286	0	0
Dnm2	4765.152049	4259.593597	5415.537746	6363.837601	5358.521625	5277.719823	4961.752512	5131.55951
Dnm3	36.62439336	26.14851809	97.48696818	128.5623758	102.5349962	81.70447201	57.38762774	58.83998048
Dnm3os	9115.493034	10077.63887	5792.730315	7268.449227	5911.783375	4266.140645	3265.629293	3497.412779
Dnmbp	548.5697179	542.5817504	327.0824446	354.1309078	314.0134259	300.5557363	327.0183866	321.8368629
Dnmt1	0	0	0	0	0	0	0	0
Dnmt3a	11.94273696	9.151981332	6.377652124	5.843744353	7.47651014	4.863361429	1.821829452	0
Dnmt3aos	0	0	0	0	0	0	0	0
Dnmt3b	2054.150758	1884.000728	1402.172374	1503.011048	1354.316408	1128.299852	1245.22043	1194.629907
Dnmt3l	80.4144289	86.2901097	2165.668443	2321.135257	2210.910856	1703.149172	3272.91661	3716.725434
Dnpep	597.9330307	604.0307679	409.9919222	359.9746522	446.4544627	480.5001092	570.2326185	539.3664878
Dnph1	0	0	0	0	0	0.972672286	0	0
Dntt	70.06405686	70.60099885	100.2202477	123.8873803	91.85426744	71.00507686	90.18055787	78.45330731
Dnttip1	0	0	0	0	0	0	0	0
Dnttip2	2525.490777	2550.78794	3966.899621	3928.164954	3390.063312	2816.85894	3054.297076	2894.748737
Doc2a	369.4286634	405.3020304	264.2170166	195.1810614	295.856187	268.4575509	312.443751	288.8508133
Doc2b	528.6651563	499.4366955	445.5245555	453.4745618	369.5532155	564.1499258	656.7695174	673.985231
Doc2g	0	0	0	0	0	0	0	0
Dock1	0	0	0	0	0	0	0	0
Dock10	220.5425426	312.4747912	9136.442214	7816.592447	10054.83807	18116.994	8364.929929	7735.674404
Dock11	0.796182464	1.307425905	0.911093161	5.843744353	5.340364386	2.918016857	5.465488356	0.891514856
Dock2	2732.498218	3059.376617	1270.063866	1019.149015	1784.749778	2000.786892	1922.940987	2000.559336
Dock3	0	0	0	0	0	0	0	0
Dock4	91.5609834	91.51981332	153.063651	148.4311066	136.7133283	142.0101537	150.3009298	139.0763175
Dock5	1.592364929	3.922277714	8.199838445	14.02498645	8.544583017	10.69939514	2.732744178	7.132118846
Dock6	0	0	0	0	0	0	0	0
Dock7	159.2364929	180.4247748	97.48696818	77.13742547	107.8753606	136.17412	150.3009298	148.8829809
Dock8	260.3516658	234.0292369	240.5285944	206.8685501	178.3681705	192.5891126	175.8065421	164.0387335
Dock9	0	0	0	0	0	0	0	0
Dohh	167.9945	181.7322007	195.8850295	205.6998012	167.6874417	153.6822212	142.1026973	147.0999512
Dok1	28.66256872	33.99307352	12.75530425	14.02498645	5.340364386	10.69939514	5.465488356	8.023633702
Dok2	0	0	0	0	0	0	0	0
Dok3	107.4846327	96.74951694	40.99919222	30.38747064	64.08437263	56.41499258	57.38762774	52.59937649
Dok4	82.80297629	67.98614704	132.1085083	121.5498826	92.92234031	95.32188401	147.5681856	98.95814899
Dok5	0	1.307425905	0	0	0	0	0	0
Dok6	238.0585568	206.5732929	238.7064081	230.2435275	202.9338467	170.21765	259.6106969	239.8174962
Dok7	3.980912322	7.844555427	5.466558963	1.168748871	1.068072877	4.863361429	5.465488356	4.457574279
Dolk	0	0	0.911093161	0	0	0	0	0.891514856
Dolpp1	0	0	0	0	0	0.972672286	0	0
Donson	0	0	0	0	0	0	0	0
Dopey1	1029.463926	1104.774889	1307.418685	876.561653	1872.331754	1965.77069	1971.219467	1945.285415
Dopey2	7.961824643	3.922277714	33.71044694	51.42495031	2.136145754	6.808706001	6.376403082	1.783029712
Dos	844.7495946	814.5263386	981.2473339	884.7428951	1299.844692	1215.840357	1133.177919	1135.789926
Dot1l	79.61824643	69.29357294	157.6191168	182.3248238	147.3940571	175.0810114	148.4791003	147.9914661
Doxl2	0	0	0	0	0	0	0	0
Dpagt1	0	0	0	0	1.068072877	0	0	0
Dpcd	320.8615331	332.0861798	186.7740979	137.9123667	225.3633771	262.6215172	351.6130842	312.9217144
Dpcr1	1105.10126	1056.400131	583.0996228	573.8556955	736.9702853	879.2957464	801.6049589	890.6233409
Dpep1	0	0	0	0	0	0	0	0
Dpep2	185.5105142	201.3435893	282.4388798	340.1059214	196.5254094	234.4140209	197.6684955	197.916298
Dpep3	0	0	0	0	0	0	0	0
Dpf1	0.796182464	0	8.199838445	5.843744353	6.408437263	2.918016857	8.198232534	16.0472674
Dpf2	73.24878672	71.90842475	733.4299942	1439.898609	807.4630951	1226.539752	531.9742	487.6586261
Dpf3	0	0	0	0	0	0	0	0
Dph1	0.796182464	0	0	1.168748871	0	0	2.732744178	1.783029712
Dph2	57.32513743	52.29703618	318.8826062	243.0997651	268.0862922	245.113416	208.5994723	184.5435752
Dph3	140.9242962	163.4282381	243.2618739	335.4309259	289.4477497	305.4190977	307.8891774	413.6628931
Dph5	0	0	0	0	0	0	0	0
Dph6	19.10837914	14.38168495	144.8638125	108.693645	152.7344214	222.7419534	101.1115346	64.18906962
Dph7	1073.253962	1035.481316	1000.38029	1243.548798	765.8082529	818.0173924	711.424401	732.8252115
Dpm1	107.4846327	121.5906091	44.64356487	70.12493224	54.47171674	42.79758057	38.25841849	36.55210909
Dpm2	0	0	0	0	0	0	0	0
Dpm3	14.33128436	13.07425905	8.199838445	7.012493224	10.68072877	8.754050572	5.465488356	8.023633702
Dpp10	1855.105142	1685.271991	1109.71147	1074.080212	1324.410368	1464.844462	1874.662506	1783.921226
Dpp3	36.62439336	26.14851809	7.288745284	2.337497741	2.136145754	2.918016857	7.287317808	8.023633702
Dpp4	0	0	0	0	0	0	0	0
Dpp6	0	0	0	0	0	0	0	0
Dpp7	234.0776445	277.1742918	340.748842	362.3121499	284.1073853	212.0425583	196.7575808	213.9635654
Dpp8	0	0	0	0	0	0	0	0
Dpp9	549.3659004	495.5144178	563.9666664	593.7244263	529.7641471	568.0406149	485.517549	502.8143787
Dppa1	0	0	0	1.168748871	0	0	0	0
Dppa2	0	0	0	0	0	0	0	0
Dppa3	49.36331279	40.53020304	96.57587502	97.00615627	66.22051838	93.37653944	62.85311609	77.56179245
Dppa4	0	0	0	0	0	0	0	0
Dppa5a	0	0	0.911093161	1.168748871	1.068072877	0.972672286	0	1.783029712
Dpt	1674.371722	1647.35664	2305.976789	2171.535402	2235.476532	2254.654358	2140.649606	2034.436901
Dpy19l1	20.70074407	26.14851809	73.798546	60.77494128	59.81208112	54.469648	44.63482157	48.14180221
Dpy19l2	0	0	0	0	0	0	0	0
Dpy19l3	3320.080876	3430.685574	4509.911145	4627.076779	4857.595445	4234.04246	4186.564081	4459.357309
Dpy19l4	2972.149139	2691.989938	3315.468011	3699.090176	2724.65391	2997.775985	3051.564332	3186.274095
Dpy30	0	1.307425905	1.822186321	5.843744353	7.47651014	1.945344572	1.821829452	0.891514856
Dpyd	2181.539952	2354.674054	2812.544587	2644.878694	3009.829368	2517.275876	2437.607807	2502.4822
Dpys	43.79003554	49.68218437	49.19903067	36.23121499	35.24640495	51.55163115	40.99116267	36.55210909
Dpysl2	1415.612422	1515.306623	857.3386641	906.9491237	1116.136157	1213.895013	1073.968462	1084.082065
Dpysl3	30.25493364	35.30049942	59.22105544	49.08745257	49.13135235	36.96154686	28.23835651	34.76907938
Dpysl4	182.3257843	169.9653676	110.2422724	94.66865853	128.1687453	148.8188597	155.7664181	163.1472186
Dpysl5	0	0	0	0	0	0	0	0
Dqx1	1.592364929	3.922277714	3.644372642	3.506246612	4.272291509	5.836033715	7.287317808	0
Dr1	0	0	0	0	0	0	0	0
Dram1	2398.101583	2480.186941	2868.121269	3431.446684	2158.575285	1745.946753	1697.945049	1803.534553
Dram2	187.1028791	175.1950712	134.8417878	148.4311066	202.9338467	182.8623897	200.4012397	193.4587237
Drap1	515.9262369	521.6629359	1572.546795	1368.604928	1492.097809	1242.102509	961.9259506	887.0572815
Draxin	0.796182464	0	0	0	0	0	0	0
Drc1	0	0	0	0	0	0	0	0
Drd1a	1831.219668	1480.006124	1079.645395	1065.89897	1111.863865	1210.004324	1724.361576	1659.109147
Drd2	0	0	0	0	0	0	0	0
Drd3	0	0	0	0	0	0	0	0
Drd4	1144.910384	1194.987277	869.1828752	902.2741282	987.9674114	1206.113634	1155.039873	1250.795343
Drd5	2.388547393	1.307425905	7.288745284	5.843744353	6.408437263	1.945344572	2.732744178	5.349089135
Dreh	0.796182464	1.307425905	0	0	0	0	0	0
Drg1	0	0	0	0	0	0.972672286	0	0
Drg2	333.6004526	320.3193466	302.4829293	414.9058491	289.4477497	343.3533169	312.443751	318.2708035
Drosha	2403.67486	2542.943384	2499.128539	2850.578496	2629.595424	2481.287001	2304.614257	2343.792556
Drp2	0	0	0	0	0	0	0	0
Dsc1	510.3529596	543.8891763	323.438072	215.0497922	494.5177421	601.1114726	596.6491455	549.1731512
Dsc2	300.160789	287.633699	580.3663433	728.1305464	476.3605032	446.4565792	408.0897972	405.6392594
Dsc3	0	0	0	0	0	0	0	0
Dscam	1187.904237	1286.50709	762.5849754	873.0554064	921.746893	773.2744672	884.4981989	837.1324496
Dscaml1	0	0	0	0	0	0	0	0
Dscc1	0	0	0	0	0	0	0	0
Dscr3	121.815917	120.2831832	258.7504576	282.8372267	196.5254094	186.7530789	148.4791003	118.5714758
Dse	24.68165639	31.37822171	11.84421109	10.51873984	11.74880165	11.67206743	8.198232534	8.915148558
Dsel	54.14040757	47.06733256	51.93231015	28.0499729	58.74400824	80.73179972	92.00238733	82.01936673
Dsg1a	0	0	0	0	0	0	0	0
Dsg1b	597.9330307	507.281251	521.1452878	545.8057226	578.8954994	563.1772535	562.0343859	550.064666
Dsg1c	0	0	0	0	0	0	0	0
Dsg2	1542.205433	1566.296234	1754.765427	1351.073695	1838.153422	1766.372871	1976.684955	1905.167247
Dsg3	261.9440308	351.6975683	390.8589659	252.4497561	545.7852402	542.7511355	498.2703551	517.0786164
Dsg4	101.115173	108.5163501	81.08729129	105.1873984	88.65004881	146.8735152	72.87317808	67.75512904
Dsn1	0.796182464	0	0	0	0	0	0	0
Dsp	175.9563246	150.353979	194.0628432	230.2435275	194.3892636	149.791532	169.430139	158.6896443
Dspp	3.980912322	5.229703618	12.75530425	15.19373532	16.02109316	24.31680714	22.77286815	21.39635654
Dst	0	0	0	0	0	0	0	0
Dstn	80.4144289	92.82723923	144.8638125	171.806084	99.33077758	123.5293803	102.933364	118.5714758
Dstyk	2132.972822	2235.698297	908.3598811	975.905307	1043.507201	1140.944591	1211.516586	1272.191699
Dtd1	225.3196374	235.3366628	120.2642972	56.09994579	102.5349962	118.6660189	147.5681856	125.7035947
Dtd2	2395.713035	2491.953774	3243.491652	4170.095971	2737.470784	2421.953992	2091.460211	2140.527169
Dthd1	0	0	0.911093161	0	0	0	0	0
Dtl	0	0	0	0	0	0	0	0
Dtna	824.0488506	827.6005976	1030.446365	1250.561292	860.866739	819.9627369	638.5512229	678.4428053
Dtnb	0	0	0	0	0	0	0	0
Dtnbp1	0	0	0	0	0	0	0	0
Dtwd1	2.388547393	10.45940724	6.377652124	14.02498645	7.47651014	12.64473972	10.93097671	9.806663414
Dtwd2	0	0	0	0	0	0	0	0
Dtx1	74.04496918	104.5940724	112.9755519	156.6123487	98.2627047	74.89576601	79.24958116	73.99573303
Dtx2	1.592364929	0	0	0	0	0	0	0
Dtx3	845.5457771	898.2015964	1349.328971	1624.56093	1132.15725	950.3008232	922.7566174	915.5857569
Dtx3l	0	0	0	0	0	0	0	0
Dtx4	0	0	0	0	0	0	0	0
Dtymk	695.8634738	698.165433	792.6510497	864.8741643	664.3413296	621.5375906	559.3016418	544.7155769
Duox1	3.184729857	7.844555427	811.7840061	485.0307813	849.1179374	930.8473775	1025.689981	925.3924203
Duox2	0	0	0	0	0	0	0	0
Duoxa1	0	0	0	1.168748871	0	0	0	0
Duoxa2	0	0	0	2.337497741	6.408437263	1.945344572	0	1.783029712
Dupd1	175.9563246	168.6579417	589.4772749	476.8495392	520.1514912	534.9697572	512.8449907	571.4610226
Dus1l	0	0	0	0	0	0	0	0
Dus2	157.6441279	164.735664	329.8157241	309.7184507	274.4947294	256.7854834	252.3233791	280.8271796
Dus3l	457.0087345	516.4332323	611.3435107	568.0119512	615.2099773	779.1105009	650.3931144	746.1979343
Dus4l	380.5752179	483.7475847	92.93150238	89.99366304	182.640462	271.3755677	168.5192243	148.8829809
Dusp1	2687.115817	2542.943384	2171.135002	1926.098139	2175.664451	2780.870065	3039.722441	3081.966857
Dusp10	922.7754761	1081.241223	267.8613892	241.9310162	342.8513936	334.5992663	400.8024794	369.0871503
Dusp11	223.7272725	220.9549779	190.4184706	142.5873622	205.0699924	232.4686763	292.403627	248.7326448
Dusp12	0	0	0	0	0	0	0	0
Dusp13	0.796182464	0	0	0	0	0.972672286	0	0
Dusp14	1003.986088	1295.659071	367.1705437	303.8747064	465.6797744	374.47883	485.517549	515.2955867
Dusp15	853.5076018	764.8441542	3083.139255	1955.316861	2126.533098	2352.894259	2063.221854	1622.557038
Dusp16	471.3400189	418.3762895	296.1052772	309.7184507	228.5675957	228.5779872	251.4124644	239.8174962
Dusp18	85.19152368	82.36783199	179.4853526	183.4935727	123.8964538	137.1467923	121.1516586	120.3545055
Dusp19	135.3510189	137.27972	192.2406569	199.8560569	201.8657738	192.5891126	181.2720305	187.2181197
Dusp2	2.388547393	3.922277714	0.911093161	2.337497741	1.068072877	0	3.643658904	0.891514856
Dusp21	639.3345188	639.3312673	1252.753096	1366.26743	856.5944475	853.0335946	871.7453928	838.0239645
Dusp22	0	0	0	0	0	0	0	0.891514856
Dusp23	1005.578452	1055.092705	974.8696818	970.0615627	1085.162043	901.6672089	899.0728346	866.5524398
Dusp26	27.86638625	31.37822171	63.77652124	67.7874345	37.3825507	56.41499258	29.14927123	28.52847539
Dusp27	271.4982203	330.7787539	456.4576734	495.5495212	466.7478473	352.1073675	301.5127743	320.0538332
Dusp28	113.0579099	94.13466513	120.2642972	79.47492321	133.5091096	130.3380863	105.6661082	109.6563273
Dusp3	691.086379	712.547118	1246.375444	1138.3614	1150.314489	1521.259455	1589.546197	1470.999512
Dusp4	74.84115165	104.5940724	90.19822289	60.77494128	127.1006724	109.9119683	175.8065421	177.4114563
Dusp5	0	0	0	0	0	0	0	0
Dusp6	26.27402132	32.68564761	16.39967689	19.8687308	27.76989481	29.18016857	32.79293014	24.96241596
Dusp7	0	0	0	0	0	0	0	0
Dusp8	308.9187962	311.1673653	481.9682819	617.0994037	435.7737339	420.1944275	349.7912548	313.8132292
Dusp9	190.287609	193.4990339	247.8173397	269.9809891	232.8398872	211.069886	206.7776428	215.7465951
Dut	197.4532512	217.0327002	338.9266557	331.9246793	285.1754582	322.9271989	283.2944798	345.9077641
Dux	14.33128436	13.07425905	2.733279482	9.349990966	6.408437263	7.781378286	3.643658904	4.457574279
Duxbl1	55.7327725	54.91188799	53.75449647	38.56871273	39.51869646	31.12551315	59.20945719	41.90119822
Duxbl2	820.8641207	853.7491157	940.2481417	951.3615807	953.7890793	816.0720478	991.9861366	1064.468738
Duxbl3	57.32513743	49.68218437	89.28712973	67.7874345	90.78619456	108.939296	106.5770229	109.6563273
Dvl1	1591.568746	1466.931865	1128.844426	1268.092525	936.6999133	940.5741004	1027.511811	920.0433312
Dvl2	0	0	0.911093161	0	1.068072877	0.972672286	0	0
Dvl3	5.57327725	5.229703618	4.555465803	1.168748871	2.136145754	0	1.821829452	0.891514856
Dxo	0	0	0	0	0	0	0	0
Dydc1	0	0	0	0	0	0	0	0
Dydc2	0	0	0	0	0	0	0	0
Dym	0	0	0	0	0	0	0	0
Dynap	0	0	0	0	0	0	0	0
Dync1h1	0	0	0	0	0	0	0.910914726	0
Dync1i1	1300.962147	1083.856075	1489.637318	1841.94822	1407.720052	1330.615687	1257.973237	1296.2626
Dync1i2	0	0	0	0	0	1.945344572	0.910914726	0
Dync1li1	1.592364929	5.229703618	10.93311793	10.51873984	5.340364386	4.863361429	7.287317808	8.915148558
Dync1li2	1993.640891	2267.076519	565.7888527	593.7244263	487.041232	441.5932178	644.0167113	705.1882509
Dync2h1	590.7673885	579.1896757	367.1705437	341.2746702	339.6471749	372.5334855	449.9918746	412.7713782
Dync2li1	313.6958909	322.9341984	193.15175	141.4186134	209.3422839	299.583064	320.6419835	316.4877738
Dynll1	85.19152368	107.2089242	20.04404953	16.36248419	34.17833207	28.20749629	31.88201541	23.17938625
Dynll2	0	0	0	0	0	0	0	0
Dynlrb1	201.4341635	171.2727935	125.7308562	143.7561111	148.4621299	176.0536837	139.3699531	123.0290501
Dynlrb2	557.327725	549.1188799	218.6623585	144.92486	394.1188917	252.8947943	292.403627	297.7659618
Dynlt1a	913.2212866	981.8768543	577.6330638	583.2056865	861.9348119	1125.381835	718.7117188	741.74036
Dynlt1b	2.388547393	1.307425905	6.377652124	3.506246612	0	0	8.198232534	6.240603991
Dynlt1c	347.9317369	376.5386605	769.8737207	828.6429493	1005.056577	884.1591078	618.5110989	637.4331219
Dynlt1f	9.554189572	9.151981332	0	0	2.136145754	2.918016857	0.910914726	0.891514856
Dynlt3	274.6829502	296.7856803	113.8866451	108.693645	86.51390305	84.62248886	246.8578907	230.0108328
Dyrk1a	0	0	0	0	0	0	0	0
Dyrk1b	23.08929147	31.37822171	22.77732901	19.8687308	27.76989481	24.31680714	29.14927123	30.3115051
Dyrk2	0.796182464	0	0	0	0	0	0.910914726	0
Dyrk3	0	0	0	0	0	0	0	0
Dyrk4	0	0	0	0	0	0	0	0
Dysf	1660.040438	1855.237359	2177.512654	2688.122403	2181.004815	1864.612772	1700.677793	1803.534553
Dytn	496.0216753	554.3485835	716.1192242	455.8120596	781.8293461	1124.409162	1347.24288	1287.347452
Dyx1c1	631.3726942	606.6456197	280.6166934	243.0997651	370.6212884	498.0082103	523.7759674	514.4040718
Dzank1	251.5936587	230.1069592	184.0408184	109.8623938	290.5158226	290.8290135	301.5127743	278.152635
Dzip1	521.4995141	605.3381938	1378.483952	1271.598771	1180.220529	1029.087278	888.1418578	866.5524398
Dzip1l	0	0	0	0	0	0	0	0
Dzip3	1819.276931	2012.128467	1157.999407	934.9990966	1409.856198	1625.33539	1625.982786	1719.732157
E030002O03Rik	477.7094786	530.8149173	331.6379104	361.143401	335.3748834	368.6427963	401.7133942	433.2762199
E030003E18Rik	1342.363635	1345.341256	2812.544587	2519.822565	2770.581043	2567.854834	2648.029108	2549.732488
E030011O05Rik	0	0	1.822186321	2.337497741	1.068072877	0.972672286	0.910914726	0.891514856
E030013I19Rik	2320.871883	2103.64828	2550.149756	2405.285176	2627.459278	2164.195836	1997.635994	1906.950277
E030018B13Rik	7.961824643	15.68911085	163.9967689	196.3498103	196.5254094	194.5344572	168.5192243	159.5811592
E030019B06Rik	1140.133289	1060.322409	702.4528268	598.3994218	987.9674114	917.2299655	1037.531873	930.7415095
E030019B13Rik	23.08929147	11.76683314	6.377652124	11.68748871	14.95302028	11.67206743	15.48555034	11.58969313
E030024N20Rik	0	1.307425905	0	0	0	0	0	0
E030025P04Rik	48.56713032	60.14159161	203.1737748	217.3872899	189.0488993	188.6984234	142.1026973	139.0763175
E030030I06Rik	969.7502415	1008.025372	623.1877218	640.4743811	697.4515888	743.1216263	702.3152537	748.8724789
E030044B06Rik	645.7039786	640.6386932	970.314216	832.1491959	938.836059	859.8423006	1119.514198	1091.214184
E130006D01Rik	66.879327	66.67872113	237.7953149	257.1247516	146.3259842	167.2996332	145.7463562	123.920565
E130008D07Rik	1.592364929	1.307425905	0	2.337497741	0	1.945344572	0	0
E130012A19Rik	1146.502749	1026.329335	608.6102312	908.1178725	651.5244551	734.3675758	725.0881219	819.3021525
E130018N17Rik	1465.771917	1593.752178	941.1592348	842.6679358	1261.394068	1186.660189	1273.458787	1280.215333
E130102H24Rik	3105.907793	3431.993	3849.368603	4610.714295	3581.248357	2820.749629	2472.222566	2557.756121
E130112N10Rik	258.7593009	176.5024971	170.374421	134.4061201	234.976033	215.9332474	249.5906349	189.0011494
E130114P18Rik	0	0	0	0	0	0	0	0
E130201H02Rik	492.0407629	470.6733256	532.9894989	441.7870731	551.1256046	511.6256223	572.0544479	576.8101117
E130215H24Rik	0	0	0	0	0	0	0	0
E130218I03Rik	41.40148814	33.99307352	73.798546	79.47492321	48.06327947	60.30568172	82.89324007	79.34482217
E130304I02Rik	0	0	1.822186321	1.168748871	1.068072877	1.945344572	0	0.891514856
E130307A14Rik	1718.95794	1693.116546	1961.583575	1737.929571	2356.168767	2355.812276	2298.237854	2202.041694
E130308A19Rik	0	0	0	0	0	0	0	0
E130309D02Rik	0	0	0.911093161	0	0	0	0	0.891514856
E130309D14Rik	54.14040757	64.06386932	152.1525578	151.9373532	91.85426744	84.62248886	92.91330205	95.39208957
E130309F12Rik	85.19152368	90.21238742	238.7064081	158.9498464	249.9290533	222.7419534	292.403627	261.2138528
E130310I04Rik	0	0	0	1.168748871	0	0	0	0
E130311K13Rik	1460.19864	1461.702161	1448.638125	1459.767339	1512.391194	1646.73418	1686.103158	1903.384217
E130317F20Rik	1105.10126	1057.707557	407.2586428	389.1933739	465.6797744	520.3796729	447.2591305	457.347121
E230008N13Rik	0	0	0	0	1.068072877	0	0	0
E230016K23Rik	3245.239725	3229.341984	2068.181474	1568.460984	3371.906073	3604.723491	3616.331462	3553.578215
E230016M11Rik	10.35037204	7.844555427	10.93311793	14.02498645	5.340364386	2.918016857	9.10914726	8.915148558
E230019M04Rik	3.184729857	3.922277714	1.822186321	1.168748871	4.272291509	4.863361429	1.821829452	2.674544567
E230025N22Rik	66.879327	74.52327656	4.555465803	11.68748871	10.68072877	7.781378286	7.287317808	10.69817827
E230029C05Rik	40.60530568	53.60446209	364.4372642	212.7122945	177.3000976	227.6053149	249.5906349	218.4211397
E2f1	0	0	0	0	0	0	0	0
E2f2	0	0	0	0	0	0	0	0
E2f3	0	0	0	0	1.068072877	0	0	0
E2f4	1410.039144	1452.55018	1088.756327	1037.848997	1156.722926	1097.174338	1292.587996	1246.337768
E2f5	36.62439336	32.68564761	121.1753904	158.9498464	143.1217655	153.6822212	80.16049589	79.34482217
E2f6	860.6732439	821.0634681	552.1224553	560.9994579	641.9117992	587.4940606	633.9966493	608.0131317
E2f7	358.2821089	409.2243081	206.8181474	227.9060298	315.0814988	389.0689143	437.2390685	501.9228638
E2f8	457.0087345	465.443622	194.9739364	217.3872899	173.0278061	156.600238	246.8578907	256.7562785
E330009J07Rik	235.6700094	203.9584411	19.13295637	35.06246612	39.51869646	43.77025286	33.70384486	33.87756452
E330011O21Rik	39.01294075	36.60792533	579.4552501	652.1618698	306.5369157	347.244006	132.99355	157.7981295
E330012B07Rik	0.796182464	1.307425905	4.555465803	1.168748871	4.272291509	1.945344572	1.821829452	1.783029712
E330013P04Rik	0	0	0	0	0	0	0	0
E330014E10Rik	0	0	0	0	0	0	0	0
E330017A01Rik	482.4865734	471.9807516	235.9731286	264.1372448	240.3163974	298.6103917	341.5930222	378.8938137
E330017L17Rik	0	1.307425905	0	1.168748871	0	0.972672286	0	0
E330020D12Rik	1661.632803	1806.8626	1112.444749	1024.99276	1368.201356	1276.146039	1554.020523	1572.632206
